doctor_id,first_name,last_name,gender,yyyy,mm,dd,accepting_patients,specialty_id,ethnicity_id,experience_years,qualifications,phone
11100917,Lavonda,Benavides,F,1947,9,4,1,10136,110007,3,MBBS,(340) 670-2827
11100918,Martin,Butler,M,1944,11,12,1,10114,110002,37,MD,(890) 427-8224
11100919,Christina,Howard,F,1970,4,15,1,10113,110018,43,MD,(301) 856-8712
11100920,Jesse,Brown,M,1977,10,7,1,10138,110063,37,MD,(915) 218-8886
11100921,Justin,Peterson,M,1940,8,11,1,10153,110004,14,MBBS,(421) 892-4180
11100922,Alexis,Rowe,F,1947,6,14,1,10165,110011,40,MD,(603) 423-8931
11100923,Assunta,Dobbins,F,1949,6,6,1,10144,110015,20,MBBS,(858) 691-3148
11100924,Oliver,Larson,M,1979,7,7,1,10110,110051,14,MBBS,(535) 277-6358
11100925,Kasey,Spearman,F,1950,6,28,1,10175,110044,2,MBBS,(804) 800-7388
11100926,Rafael,Sparks,M,1972,11,16,1,10112,110055,46,MD,(452) 214-4243
11100927,Jamie,Thompson,M,1951,7,23,1,10148,110054,6,MBBS,(518) 562-0500
11100928,Margaret,Hall,F,1952,5,8,1,10119,110022,5,MBBS,(692) 854-9447
11100929,Dagmar,Nieves,F,1977,6,22,1,10166,110060,3,MBBS,(324) 446-3182
11100930,Travis,Dillon,M,1979,9,20,1,10140,110048,24,MD,(528) 962-3936
11100931,Patrick,Rivera,M,1973,2,26,1,10144,110015,47,MD,(748) 776-2688
11100932,Mack,Valdez,M,1946,10,1,1,10172,110013,35,MD,(321) 588-2393
11100933,Mildred,Thompson,F,1989,12,11,1,10160,110011,17,MBBS,(801) 879-9356
11100934,Aaron,Turner,M,1969,3,6,0,10182,110058,16,MBBS,(748) 611-6063
11100935,Marie,Martin,F,1976,2,28,1,10109,110041,25,MD,(420) 300-8740
11100936,Lawana,Stanfill,F,1954,7,24,0,10173,110015,24,MD,(994) 969-2241
11100937,Mitsuko,Bernal,F,1967,2,2,1,10146,110054,42,MD,(688) 471-8139
11100938,Clint,Barker,M,1976,10,11,1,10147,110024,38,MD,(894) 683-0191
11100939,Carmine,Chastain,M,1980,8,27,1,10168,110044,25,MD,(952) 953-9086
11100940,Jean,Mccarthy,F,1941,5,20,1,10135,110021,41,MS,(376) 517-8344
11100941,Jimmy,Diaz,M,1978,1,4,1,10161,110056,10,MBBS,(313) 586-5898
11100942,Leoma,Donohue,F,1964,12,19,1,10126,110038,30,MD,(349) 677-1688
11100943,Paul,Wood,M,1946,7,28,1,10183,110024,19,MBBS,(604) 966-5091
11100944,Beverlee,Murguia,F,1985,3,2,1,10174,110014,6,MBBS,(854) 576-9224
11100945,Philip,Gonzales,M,1979,3,4,1,10106,110062,20,MBBS,(815) 243-8754
11100946,Rogelio,Weber,M,1984,8,11,1,10173,110059,15,MBBS,(858) 953-1861
11100947,Mohammad,Connell,M,1960,6,21,1,10123,110064,1,MBBS,(328) 543-4649
11100948,Phil,Mccormick,M,1978,2,2,1,10123,110001,15,MBBS,(445) 713-0754
11100949,Otis,Moody,M,1952,5,25,1,10138,110017,2,MBBS,(394) 777-3455
11100950,Aubrey,Powell,M,1940,11,15,1,10114,110011,48,MD,(745) 379-5370
11100951,Cristopher,Spain,M,1967,7,16,1,10159,110027,39,MD,(801) 694-8096
11100952,Michael,Brown,M,1983,1,11,1,10103,110004,18,MBBS,(959) 681-3071
11100953,Tuan,Flatt,M,1971,8,25,1,10177,110018,47,MD,(304) 461-1259
11100954,Justin,Wright,M,1971,4,9,1,10172,110053,28,MD,(474) 824-3285
11100955,David,Adams,M,1974,12,2,1,10139,110055,49,MD,(797) 829-5579
11100956,Tracy,Bass,M,1964,3,16,1,10110,110040,43,MS,(291) 261-3180
11100957,Boyd,Powers,M,1965,7,5,1,10165,110002,4,MBBS,(445) 335-3482
11100958,Lillian,Garcia,F,1974,3,25,1,10166,110014,8,MBBS,(723) 398-9285
11100959,Gilbert,Chambers,M,1940,6,22,1,10127,110033,13,MBBS,(383) 942-3659
11100960,Karin,Luster,F,1965,10,14,1,10174,110038,22,MD,(727) 252-5708
11100961,Everette,Huddleston,M,1979,5,27,1,10157,110005,38,MD,(674) 716-5191
11100962,Eva,Pittman,F,1954,11,2,1,10178,110044,15,MBBS,(739) 339-1109
11100963,Marlene,Mendoza,F,1940,10,24,1,10152,110027,23,MD,(880) 438-0160
11100964,Kathryn,Coleman,F,1988,2,20,1,10143,110054,18,MBBS,(856) 470-4481
11100965,Emory,Clancy,M,1976,3,3,1,10143,110009,18,MBBS,(260) 881-7176
11100966,Emily,Baker,F,1982,9,2,1,10163,110065,37,MD,(501) 496-0973
11100967,Lynne,Wise,F,1978,9,16,1,10148,110047,13,MBBS,(735) 209-4591
11100968,Bonny,Haas,F,1956,10,14,1,10167,110018,1,MBBS,(315) 600-0425
11100969,Angel,Waters,F,1979,7,17,1,10137,110030,15,MBBS,(593) 790-8680
11100970,Arthur,Barnes,M,1988,11,20,1,10104,110020,4,MBBS,(444) 868-3856
11100971,Jack,Allen,M,1946,1,27,1,10107,110062,42,MD,(424) 968-9094
11100972,Robyn,Roman,M,1973,12,19,1,10183,110053,30,MS,(332) 783-8971
11100973,Emily,Hughes,F,1968,8,28,1,10172,110023,8,MBBS,(564) 349-8880
11100974,Diana,Martin,F,1950,9,13,1,10177,110031,21,MD,(958) 543-1392
11100975,Karan,Daigle,F,1986,1,15,1,10166,110039,13,MBBS,(427) 915-8744
11100976,Geraldine,Henderson,F,1959,6,25,1,10135,110040,6,MBBS,(827) 620-2482
11100977,Miesha,Boggs,F,1967,9,18,1,10140,110001,38,MD,(551) 807-3236
11100978,Gary,Saunders,M,1951,6,20,1,10138,110011,48,MD,(928) 898-2025
11100979,Vincent,Horton,M,1964,1,25,1,10109,110011,5,MBBS,(401) 298-4721
11100980,Carolyn,Austin,F,1943,3,6,1,10103,110024,28,MD,(787) 867-0568
11100981,Lora,Choi,F,1951,5,7,1,10147,110012,9,MBBS,(247) 747-6353
11100982,Roseann,Yost,F,1982,9,18,1,10108,110053,21,MD,(627) 462-2526
11100983,Benjamin,Wilson,M,1947,5,21,1,10143,110043,17,MBBS,(955) 936-6513
11100984,Sara,Gordon,F,1940,7,28,1,10126,110043,39,MD,(268) 771-9874
11100985,Julie,Gonzalez,F,1983,5,14,1,10153,110039,24,MD,(860) 547-8948
11100986,Kellie,Nguyen,F,1940,12,26,1,10109,110007,19,MBBS,(631) 766-2864
11100987,Ronald,Parker,M,1959,4,16,1,10102,110027,28,MD,(251) 846-7642
11100988,Florentino,Storey,M,1978,7,2,1,10180,110063,4,MBBS,(725) 322-7221
11100989,Loren,Cross,M,1977,4,28,1,10147,110061,15,MBBS,(462) 832-9036
11100990,Bonnie,Campbell,F,1953,2,13,1,10148,110042,12,MBBS,(954) 440-8271
11100991,Roberto,Arroyo,M,1941,2,25,1,10112,110058,46,MD,(667) 901-6144
11100992,Jane,Cook,F,1963,9,4,1,10165,110022,39,MD,(865) 761-3249
11100993,Ira,Allen,M,1980,4,18,1,10109,110013,26,MD,(534) 567-5947
11100994,Andrea,Murphy,F,1942,4,6,1,10159,110015,3,MBBS,(389) 870-6917
11100995,Cedrick,Hastings,M,1971,11,10,1,10134,110024,32,MD,(437) 891-9967
11100996,Billie,Moss,F,1975,7,19,1,10112,110064,3,MBBS,(631) 247-6292
11100997,Marnie,Neville,F,1985,11,21,1,10106,110050,8,MBBS,(755) 740-7342
11100998,Amanda,Heath,F,1956,11,13,1,10139,110038,48,MD,(300) 311-3758
11100999,Horace,Mills,M,1975,12,14,1,10132,110042,34,MD,(429) 491-8245
11101000,Anibal,Stafford,M,1945,2,18,1,10159,110041,9,MBBS,(737) 887-0479
11101001,Pat,Olson,M,1987,10,2,1,10110,110044,22,MD,(716) 238-2027
11101002,Major,Pierre,M,1971,10,20,1,10118,110011,5,MBBS,(684) 929-8138
11101003,Brain,William,M,1952,6,11,1,10134,110006,20,MBBS,(932) 757-3063
11101004,Teodoro,Layton,M,1989,7,11,1,10142,110021,36,MD,(631) 268-9331
11101005,Darren,Fernandez,M,1945,6,22,1,10152,110031,17,MBBS,(689) 499-1613
11101006,Jodi,Harrison,F,1965,5,24,1,10149,110045,6,MBBS,(323) 275-1792
11101007,Kenneth,Richardson,M,1944,3,22,1,10147,110020,18,MBBS,(904) 853-3164
11101008,Burt,Tobias,M,1963,7,14,1,10140,110009,26,MD,(414) 344-9574
11101009,Tony,Ballard,M,1954,5,22,1,10139,110020,2,MBBS,(686) 916-7323
11101010,Jennifer,Phillips,F,1972,8,18,1,10108,110039,26,MD,(543) 533-9384
11101011,Dalton,Bayne,M,1979,4,26,1,10129,110006,18,MBBS,(476) 200-6338
11101012,Earl,Sanders,M,1977,7,15,1,10102,110021,21,MD,(990) 541-7697
11101013,Bonnie,Cooper,F,1945,6,15,1,10119,110035,27,MD,(221) 411-5925
11101014,Jane,Watson,F,1953,10,28,1,10116,110049,35,MD,(827) 978-9643
11101015,Mack,Beasley,M,1978,12,14,1,10107,110038,36,MD,(489) 507-6176
11101016,Norberto,Ponce,M,1949,7,23,1,10181,110026,21,MD,(656) 291-7999
11101017,Jamar,Kaminski,M,1961,4,15,1,10124,110035,5,MBBS,(685) 621-8681
11101018,Genevieve,Mendez,F,1984,4,28,1,10151,110042,14,MBBS,(797) 827-6038
11101019,Diedra,Benavidez,F,1985,1,3,1,10163,110054,21,MD,(915) 770-5378
11101020,Ross,Ross,M,1948,8,7,1,10174,110007,26,MD,(419) 259-0879
11101021,Willie,Williams,M,1977,6,18,1,10143,110055,39,MS,(341) 882-7593
11101022,Alejandro,Robertson,M,1957,11,13,1,10171,110053,12,MBBS,(988) 762-6685
11101023,Virgen,Petit,F,1961,3,12,1,10178,110033,10,MBBS,(894) 748-2907
11101024,Argelia,Bunch,F,1943,10,27,1,10133,110035,10,MBBS,(743) 560-3401
11101025,Robby,Berman,M,1954,10,21,1,10114,110039,22,MD,(352) 902-4755
11101026,Lillian,Gonzalez,F,1958,5,24,1,10113,110019,16,MBBS,(600) 968-1708
11101027,Denise,Wilson,F,1940,11,3,0,10179,110031,17,MBBS,(759) 840-2803
11101028,Curtis,Cross,M,1955,9,2,1,10167,110029,28,MD,(774) 961-4375
11101029,Sherly,Flenniken,F,1940,8,2,1,10150,110057,40,MD,(995) 825-8688
11101030,Perry,Pittman,M,1978,10,20,0,10133,110055,11,MBBS,(334) 335-9838
11101031,Ericka,Mintz,F,1987,10,17,1,10136,110002,45,MD,(684) 790-8450
11101032,Sean,Foster,M,1975,3,19,1,10125,110039,14,MBBS,(882) 905-8282
11101033,Ismail,Sendi,M,1970,12,7,1,10151,110026,25,MD,(600) 850-9444
11101034,Luis,Burnett,M,1941,2,25,1,10172,110047,42,MD,(211) 972-2871
11101035,Antoinette,Hines,F,1973,10,9,1,10170,110018,11,MBBS,(976) 249-2059
11101036,Lou,Robles,M,1968,1,9,1,10116,110045,10,MBBS,(223) 589-0515
11101037,Miranda,Hanson,F,1972,10,19,1,10133,110061,43,MD,(960) 695-5296
11101038,Cynthia,Clark,F,1969,10,18,1,10143,110016,43,MS,(858) 757-8890
11101039,Lesa,Fulton,F,1944,9,17,1,10180,110006,18,MBBS,(695) 592-6688
11101040,Matthew,King,M,1952,3,4,1,10165,110016,10,MBBS,(408) 817-2696
11101041,Alexis,Allison,F,1973,12,14,1,10129,110064,12,MBBS,(815) 220-6472
11101042,Mildred,Mitchell,F,1940,7,2,1,10106,110005,10,MBBS,(716) 776-7458
11101043,Lavette,Mast,F,1947,7,20,1,10158,110033,30,MD,(904) 289-3360
11101044,Gregory,Powell,M,1982,7,18,1,10138,110029,20,MBBS,(579) 915-5718
11101045,Judith,Long,F,1977,5,5,1,10174,110006,43,MD,(372) 573-4164
11101046,Robert,Hall,M,1949,6,18,1,10145,110050,29,MD,(890) 932-5543
11101047,Arnulfo,Binkley,M,1964,1,6,1,10171,110017,44,MD,(221) 418-2910
11101048,Scott,Palmer,M,1971,8,9,1,10133,110029,25,MD,(716) 761-5780
11101049,Allison,Bell,F,1941,11,23,1,10128,110003,14,MBBS,(350) 641-8523
11101050,Consuelo,Daugherty,F,1973,11,12,1,10102,110037,7,MBBS,(248) 341-2391
11101051,Michelle,Barnes,F,1959,4,4,1,10149,110038,2,MBBS,(773) 937-8958
11101052,Bradley,Kelly,M,1954,8,3,1,10142,110044,8,MBBS,(760) 723-6406
11101053,Gregory,Russell,M,1980,4,10,1,10132,110065,7,MBBS,(219) 562-2582
11101054,Patty,Cunningham,F,1957,5,14,1,10170,110005,17,MBBS,(742) 554-4961
11101055,Don,Cooper,M,1940,6,26,1,10125,110045,7,MBBS,(320) 800-4945
11101056,Nora,Snyder,F,1973,3,16,1,10178,110007,24,MD,(255) 628-5975
11101057,Scott,Gonzalez,M,1966,11,26,1,10122,110042,42,MD,(922) 209-9440
11101058,Murray,Proctor,M,1968,8,21,1,10176,110046,17,MBBS,(935) 322-4958
11101059,Eli,Mckeown,M,1956,12,17,1,10101,110065,11,MBBS,(470) 984-9626
11101060,Olivia,Jacobs,F,1984,1,18,1,10136,110006,16,MBBS,(883) 319-8168
11101061,Ulysses,Needham,M,1976,1,24,1,10172,110064,21,MD,(431) 688-7464
11101062,Krystyna,Gainey,F,1952,7,19,1,10166,110038,16,MBBS,(303) 746-2188
11101063,Mary,Butler,F,1977,8,18,1,10104,110023,5,MBBS,(558) 875-6345
11101064,Archie,Cunningham,M,1968,2,27,1,10129,110020,7,MBBS,(485) 732-7608
11101065,Pauline,Erickson,F,1987,1,24,1,10133,110008,13,MBBS,(725) 294-0557
11101066,Evelyn,Garcia,F,1984,4,26,1,10112,110005,14,MBBS,(820) 804-5530
11101067,Sadie,Vasquez,F,1975,9,22,1,10143,110018,28,MD,(774) 215-8378
11101068,Mark,Barry,M,1955,10,20,1,10145,110018,41,MD,(713) 444-5222
11101069,Jasmine,Montgomery,F,1969,8,26,1,10169,110046,3,MBBS,(584) 671-1947
11101070,Alonzo,Bennett,M,1983,5,16,1,10125,110029,39,MS,(309) 436-7176
11101071,Carlos,Ward,M,1972,10,2,1,10142,110025,6,MBBS,(273) 767-0747
11101072,Cristi,Florez,F,1946,1,12,0,10177,110020,8,MBBS,(353) 279-0735
11101073,Samara,Ventura,F,1940,5,1,1,10105,110040,8,MBBS,(294) 317-5868
11101074,Deborah,Williams,F,1987,9,3,1,10172,110024,22,MD,(406) 662-1474
11101075,Sharon,Walker,F,1961,5,12,1,10133,110034,15,MBBS,(651) 922-0473
11101076,Tabitha,Reed,F,1941,8,23,1,10143,110017,10,MBBS,(948) 401-7116
11101077,Roger,Glover,M,1949,4,11,1,10172,110031,14,MBBS,(378) 861-5247
11101078,Wilbert,Wilkerson,M,1973,10,1,1,10151,110019,31,MD,(491) 925-9720
11101079,Antoinette,Hood,F,1941,8,17,1,10142,110038,16,MBBS,(424) 515-5546
11101080,Duane,Hale,M,1959,8,6,1,10142,110041,5,MBBS,(765) 430-0469
11101081,Cornelius,Rodgers,M,1942,1,17,1,10154,110043,46,MD,(393) 961-8332
11101082,Mamie,Chapman,F,1973,12,12,1,10153,110028,35,MD,(328) 637-1004
11101083,Arnulfo,Donohue,M,1942,4,25,1,10121,110048,8,MBBS,(819) 230-9474
11101084,Betty,Clark,F,1967,9,16,1,10111,110066,24,MD,(718) 296-3964
11101085,Darnell,Haynes,M,1988,10,25,1,10138,110030,23,MD,(861) 533-2120
11101086,Christine,King,F,1958,11,18,1,10108,110029,8,MBBS,(929) 716-3083
11101087,Eunice,Casey,F,1941,5,6,1,10165,110007,34,MD,(380) 973-6882
11101088,Jaime,Bennett,F,1971,10,6,1,10169,110021,12,MBBS,(577) 672-2685
11101089,Kenneth,Lewis,M,1988,8,13,1,10139,110027,16,MBBS,(693) 694-2943
11101090,Ayako,Blocker,F,1984,8,26,1,10109,110014,10,MBBS,(984) 809-8238
11101091,Isidro,Coyle,M,1977,10,28,1,10153,110014,27,MD,(450) 283-6370
11101092,Larry,Hall,M,1976,12,5,1,10169,110034,44,MD,(342) 203-1773
11101093,Kathleen,Wright,F,1989,8,11,1,10131,110045,3,MBBS,(356) 995-0023
11101094,Duane,Lee,M,1974,9,27,1,10119,110004,5,MBBS,(718) 457-6100
11101095,Valerie,Griffin,F,1972,7,3,1,10127,110047,27,MD,(543) 913-2585
11101096,Earnestine,Talbot,F,1978,4,3,1,10135,110022,32,MS,(900) 499-6070
11101097,Brice,Purcell,M,1942,5,9,1,10174,110008,30,MD,(476) 205-1408
11101098,Domingo,Trieu,M,1961,6,2,1,10129,110034,24,MD,(511) 315-3288
11101099,Teresa,Collins,F,1985,8,3,1,10122,110042,10,MBBS,(301) 832-4119
11101100,Christena,Lanham,F,1984,4,17,1,10160,110057,49,MD,(581) 754-0857
11101101,Julia,Ball,F,1985,4,18,1,10176,110034,14,MBBS,(226) 217-3616
11101102,Mamie,Chambers,F,1944,8,8,1,10110,110032,33,MS,(586) 851-8686
11101103,Florence,Mckenzie,F,1975,7,12,1,10117,110018,28,MD,(614) 447-3893
11101104,Heriberto,Conover,M,1943,5,19,1,10142,110020,50,MD,(897) 289-3722
11101105,Benjamin,Park,M,1941,1,25,1,10163,110065,11,MBBS,(327) 344-5295
11101106,Laura,Kelly,F,1951,12,6,1,10155,110063,11,MBBS,(539) 838-7078
11101107,Ophelia,Looney,F,1959,11,8,1,10127,110022,18,MBBS,(491) 393-7671
11101108,Francis,Wong,M,1960,8,16,1,10115,110050,23,MD,(255) 236-1232
11101109,Karl,Boothe,F,1964,6,1,1,10154,110057,29,MD,(635) 536-5649
11101110,Eun,Nicholson,F,1952,1,22,1,10127,110022,29,MD,(950) 979-3476
11101111,Lynn,Alvarez,M,1959,12,7,1,10116,110015,24,MD,(881) 314-0537
11101112,Edward,Flores,M,1955,2,16,1,10146,110014,38,MD,(482) 334-5009
11101113,Donald,Collins,M,1979,8,2,1,10175,110010,14,MBBS,(820) 242-3522
11101114,Willie,Scott,F,1977,2,8,1,10133,110025,17,MBBS,(416) 847-6724
11101115,Ruby,Ramirez,F,1964,5,28,1,10156,110007,5,MBBS,(254) 637-6241
11101116,Joaquin,Eggleston,M,1954,11,5,1,10174,110053,10,MBBS,(428) 283-1497
11101117,Sabine,Mosher,F,1979,4,23,0,10145,110022,30,MD,(292) 962-9703
11101118,Wilma,Ingram,F,1981,5,26,1,10140,110064,27,MD,(244) 879-4141
11101119,Daryl,Castillo,M,1968,11,21,1,10149,110010,28,MD,(605) 399-5522
11101120,George,Davis,M,1976,6,23,1,10115,110058,21,MD,(728) 705-7021
11101121,Rosina,Staten,F,1948,10,21,1,10169,110046,34,MD,(341) 496-2967
11101122,Christopher,Johnson,M,1947,4,1,1,10118,110010,12,MBBS,(549) 374-0819
11101123,Norma,Baker,F,1946,3,20,1,10179,110029,43,MD,(324) 787-1851
11101124,Bert,Fisher,M,1967,2,28,1,10178,110014,44,MD,(305) 365-9253
11101125,Cathy,Hudson,F,1941,1,26,1,10116,110045,21,MD,(431) 302-6077
11101126,Lionel,Dodson,M,1970,10,19,1,10119,110006,13,MBBS,(492) 720-2855
11101127,Jonathon,Wallace,M,1960,7,17,1,10143,110052,19,MBBS,(717) 815-9913
11101128,Cecil,Dunn,M,1953,11,1,1,10174,110060,10,MBBS,(319) 410-4316
11101129,Stephanie,Scott,F,1956,11,22,1,10178,110028,45,MD,(672) 536-0754
11101130,Hoa,Arsenault,F,1969,6,16,0,10123,110049,44,MD,(328) 334-8875
11101131,Curtis,Jennings,M,1953,10,12,1,10106,110047,4,MBBS,(858) 942-1040
11101132,Blanca,Greene,F,1960,11,2,1,10153,110013,41,MD,(207) 709-7560
11101133,Armand,Razo,M,1988,5,27,1,10113,110013,45,MD,(596) 371-9479
11101134,Sally,Amsel,F,1956,2,25,1,10137,110037,3,MBBS,(826) 599-6406
11101135,Mary,Cook,F,1952,5,3,1,10120,110031,24,MD,(493) 911-0483
11101136,Vivian,Terry,F,1941,1,18,1,10182,110024,19,MBBS,(547) 767-1722
11101137,Jasmin,Avery,F,1963,8,5,0,10127,110004,4,MBBS,(659) 337-7886
11101138,Glayds,Strother,F,1972,9,12,1,10107,110057,9,MBBS,(336) 248-3566
11101139,Rich,Leahy,M,1952,9,4,1,10172,110034,22,MD,(745) 884-7254
11101140,Shanelle,Lapointe,F,1953,11,10,1,10117,110035,44,MD,(609) 876-6626
11101141,Jenny,Wolfe,F,1962,11,27,1,10160,110032,46,MD,(552) 229-8059
11101142,Stephanie,Poole,F,1972,5,27,1,10147,110040,21,MD,(929) 585-1591
11101143,Clinton,Boone,M,1987,12,20,1,10104,110043,9,MBBS,(843) 236-4283
11101144,Joanna,Macdonald,F,1988,9,25,1,10115,110028,23,MD,(520) 785-8020
11101145,Arden,Burleson,M,1947,3,21,1,10122,110031,17,MBBS,(759) 897-6369
11101146,Lori,Allen,F,1973,9,8,1,10114,110046,3,MBBS,(203) 344-8577
11101147,Benjamin,Sanders,M,1961,12,12,0,10169,110019,24,MD,(929) 893-3481
11101148,Markus,Romano,M,1979,3,14,1,10150,110018,14,MBBS,(286) 516-3894
11101149,Virginia,Rogers,F,1977,2,26,1,10105,110011,23,MD,(301) 843-4545
11101150,Anthony,Chiodi,M,1970,1,4,1,10159,110058,12,MBBS,(699) 714-6910
11101151,Ida,Morris,F,1945,2,21,1,10132,110046,13,MBBS,(729) 718-9714
11101152,Gerald,Reeves,M,1982,10,25,1,10106,110046,25,MD,(497) 904-4793
11101153,Marth,Tiller,F,1945,10,1,1,10162,110032,13,MBBS,(723) 926-8123
11101154,Adam,Powell,M,1945,3,6,1,10148,110042,30,MD,(782) 821-0184
11101155,Hugh,Jenkins,M,1989,1,7,1,10134,110044,8,MBBS,(645) 249-6106
11101156,Terrence,Newman,M,1952,7,6,1,10120,110027,40,MD,(599) 202-0102
11101157,Maryrose,Patten,F,1987,1,25,1,10124,110027,6,MBBS,(280) 520-0003
11101158,Jimmie,Andrews,M,1953,12,2,1,10103,110055,5,MBBS,(829) 476-1489
11101159,Joya,Merrill,F,1986,5,21,1,10163,110050,13,MBBS,(488) 868-8073
11101160,Sylvester,Osborne,M,1960,10,19,1,10153,110022,29,MD,(264) 234-7397
11101161,Amy,Murphy,F,1945,6,9,1,10151,110064,18,MBBS,(709) 673-3957
11101162,Vince,Creel,M,1975,10,22,1,10108,110018,49,MD,(960) 341-1245
11101163,Dean,Collier,M,1951,10,21,1,10145,110014,4,MBBS,(350) 268-4547
11101164,Barbara,Alexander,F,1945,10,23,0,10108,110027,16,MBBS,(829) 629-3688
11101165,Betsy,Fleming,F,1963,3,11,1,10102,110025,22,MD,(803) 686-3081
11101166,Anastasia,Bohannon,F,1966,7,17,1,10140,110050,14,MBBS,(206) 535-0319
11101167,Harold,Richards,M,1982,10,27,1,10183,110054,32,MS,(771) 224-4048
11101168,Eric,Russell,M,1957,2,2,1,10106,110036,30,MD,(840) 805-7379
11101169,Ronni,Oconner,F,1980,2,12,1,10132,110007,9,MBBS,(557) 444-5444
11101170,Judson,Rector,M,1969,6,9,1,10159,110031,15,MBBS,(731) 574-7941
11101171,Chelsea,Stokes,F,1945,4,16,1,10101,110008,46,MD,(237) 890-9056
11101172,Vern,Dunn,M,1954,9,1,1,10177,110048,7,MBBS,(982) 947-5470
11101173,Barry,George,M,1963,5,9,1,10150,110039,1,MBBS,(528) 460-0573
11101174,Jeannette,Bryan,F,1985,1,7,1,10112,110012,6,MBBS,(285) 593-4303
11101175,Juan,Montgomery,M,1949,7,2,1,10152,110003,4,MBBS,(814) 856-3306
11101176,Wanda,Matthews,F,1954,6,20,1,10162,110026,23,MD,(380) 260-5563
11101177,Weston,Hildreth,M,1947,9,23,1,10138,110047,45,MD,(847) 564-7491
11101178,Patrick,Ethington,M,1970,6,10,1,10112,110032,38,MD,(573) 651-0707
11101179,Brad,Dixon,M,1945,8,7,1,10145,110021,28,MD,(892) 211-0005
11101180,Milton,Palmer,M,1944,6,6,1,10161,110048,10,MBBS,(384) 995-6484
11101181,Daryl,Klein,M,1941,3,3,1,10106,110019,6,MBBS,(864) 841-7511
11101182,Liana,Bassett,F,1987,7,26,1,10155,110046,43,MD,(903) 724-3713
11101183,Eliseo,Mojica,M,1979,11,19,1,10103,110053,1,MBBS,(305) 961-7285
11101184,Beverly,Hill,F,1975,1,28,1,10146,110023,17,MBBS,(645) 448-0250
11101185,Carol,Pollack-rundle,F,1944,12,14,1,10123,110050,47,MD,(480) 471-6586
11101186,Dewey,Burns,M,1966,2,4,1,10116,110009,30,MD,(703) 526-4650
11101187,Louise,Wood,F,1948,6,1,0,10167,110038,8,MBBS,(501) 682-7783
11101188,Norma,Roberts,F,1970,8,6,1,10174,110053,2,MBBS,(598) 616-3831
11101189,Clark,Andrews,M,1982,2,28,1,10108,110023,23,MD,(938) 436-7755
11101190,Lillian,Reed,F,1977,10,19,1,10168,110037,26,MD,(341) 673-8960
11101191,Lawrence,Brooks,M,1948,5,11,1,10168,110006,9,MBBS,(286) 343-0997
11101192,Emilio,Mann,M,1952,3,5,1,10146,110046,28,MD,(542) 664-5351
11101193,Ann,Barnes,F,1976,1,18,1,10148,110062,40,MD,(619) 950-2434
11101194,Scot,Creech,M,1959,1,3,1,10134,110066,35,MD,(736) 425-5296
11101195,Nichol,Barnard,F,1940,9,15,1,10166,110023,12,MBBS,(879) 605-0404
11101196,Cassey,Earley,F,1988,11,14,1,10141,110022,39,MS,(555) 649-7336
11101197,Jeffrey,Bailey,M,1952,9,14,1,10152,110062,21,MD,(598) 846-4699
11101198,Barton,Flemming,M,1955,4,9,1,10140,110031,21,MD,(289) 314-7083
11101199,Mauricio,Olivarez,M,1957,1,13,0,10103,110045,30,MD,(673) 943-6621
11101200,Linda,Price,F,1949,12,23,1,10155,110006,21,MD,(900) 457-3875
11101201,Rolland,Chastain,M,1944,2,9,1,10171,110059,32,MD,(637) 900-1348
11101202,Sadie,Martin,F,1985,5,19,1,10172,110014,41,MD,(746) 236-7569
11101203,Mack,Ramos,M,1987,12,22,1,10116,110008,44,MD,(587) 531-7311
11101204,Randy,Wright,M,1968,12,9,1,10136,110014,8,MBBS,(926) 857-6033
11101205,Cynthia,Sanders,F,1956,9,26,1,10107,110045,21,MD,(689) 482-9063
11101206,Jessie,Olson,M,1952,9,4,0,10171,110008,9,MBBS,(962) 645-2951
11101207,Eugenio,Gilliland,M,1979,2,25,1,10156,110005,15,MBBS,(980) 509-4925
11101208,Felipe,Mckenzie,M,1957,12,22,1,10170,110004,28,MD,(460) 484-2991
11101209,Theron,Jude,M,1974,2,19,0,10144,110033,37,MD,(490) 322-7701
11101210,Gayle,Ziegler,M,1969,6,7,1,10136,110061,9,MBBS,(792) 646-2962
11101211,Sarah,Ross,F,1974,1,17,1,10142,110002,7,MBBS,(648) 478-1973
11101212,Krystina,Koonce,F,1951,1,11,1,10181,110061,16,MBBS,(645) 495-1639
11101213,Donald,Mullins,M,1989,7,19,1,10138,110064,14,MBBS,(975) 956-0306
11101214,Paulette,Allison,F,1971,6,3,0,10148,110007,50,MD,(686) 588-7308
11101215,Nicole,Hill,F,1977,1,1,1,10158,110020,29,MD,(381) 230-6822
11101216,Tandra,Mcculloch,F,1962,8,16,1,10117,110012,12,MBBS,(346) 746-7733
11101217,Doug,Rodgers,M,1972,9,11,1,10170,110062,50,MD,(217) 292-6141
11101218,Lucas,Goodwin,M,1985,4,15,1,10168,110046,26,MD,(290) 643-6801
11101219,Amado,Devlin,M,1970,3,14,1,10172,110009,7,MBBS,(355) 429-3905
11101220,Judith,Kelly,F,1969,5,9,1,10182,110019,36,MD,(592) 879-1802
11101221,Margaret,Anderson,F,1975,5,11,0,10155,110017,8,MBBS,(600) 425-7325
11101222,Elizabeth,Patterson,F,1983,2,16,1,10111,110052,5,MBBS,(932) 384-6463
